,Angkatan,Jenis Kelamin,Tinggal,Frekuensi Kategori,Jenis,Transaksi,Membantu,Perbandingan_frekuensi,E-Wallet,Alasan,Domisili,Frekuensi,Transportasi,Membeli makanan dan minuman,"Tagihan (Pulsa, Listrik, PAM, dll)",Online Shop / E-Commerce,"Entertainment (Netflix, Spotify, Viu, dll)",Voucher Game,"Berbagi (KitaBisa, Sumbangan Online, dll)",Menghindari uang fisik (Takut tertular virus Covid-19),Terbiasa sejak sebelum pandemi,Tidak bisa keluar rumah untuk mengambil uang di ATM,Penggunaan E-Wallet yang mudah dan praktis,Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet,Sering ada promo dan diskon
0,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,,Jabodetabek,2,1,1,0,1,0,0,1,0,0,0,0,0,0
1,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Transportasi, Membeli makanan dan minuman",Ya,Meningkat,Gopay,,Jabodetabek,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman",Ya,Tidak terdampak,Gopay,,Jabodetabek,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,Gopay,,Jabodetabek,2,1,1,1,1,0,0,0,0,0,0,0,0,0
4,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DOKU, Jenius","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,Gopay,,Jabodetabek,2,1,1,1,1,1,1,1,0,0,0,0,0,0
5,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, DANA, Jenius","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,,Jabodetabek,2,1,1,0,1,1,0,1,0,0,0,0,0,0
6,2019,Pria,Bersama keluarga,4 - 7 kali,Gopay,"Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,,Jabodetabek,6,0,1,0,1,1,0,0,0,0,0,0,0,0
7,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Transportasi, Tagihan (Pulsa, Listrik, PAM, dll), Entertainment (Netflix, Spotify, Viu, dll)",Ya,Menurun,Gopay,,Jabodetabek,3,1,0,1,0,1,0,0,0,0,0,0,0,0
8,2019,Pria,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,OVO,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,10,1,1,0,1,0,0,0,0,0,0,1,0,0
9,2020,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Voucher Game",Ya,Menurun,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,1,1,0,1,0,0,1,0,1,0,0
10,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,3,1,1,1,1,1,1,0,0,1,1,1,1,0
11,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,0,0,0,0,0,0,1,0,1,0,0
12,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Tidak terdampak,Jenius,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Luar Pulau Jawa,3,0,1,0,1,0,1,0,0,1,0,1,0,0
13,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, DANA, LinkAja","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,6,0,1,0,1,1,0,0,0,1,1,1,1,0
14,2020,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,1,1,0,1,0,1,1,1,1,0,0
15,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,0,1,0,1,0,0,0,0,1,0,1,0,1
16,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,1,0,0,0,1,0,1
17,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,1,0,0,0,0,1,1,0,1,0,0
18,2020,Wanita,Tinggal sendiri (Jauh dari keluarga),1 - 3 kali,"ShopeePay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi",Luar Pulau Jawa,2,0,1,0,1,0,0,0,1,1,0,0,0,0
19,2020,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Pulau Jawa (selain Jabodetabek),2,0,0,0,1,1,1,0,1,0,0,1,0,0
20,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA, Jenius","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Males bawa dompet atau ngambil uang cash dulu, atau kalo dompet ketinggalan",Jabodetabek,7,1,1,0,1,1,0,0,1,1,0,1,0,0
21,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Voucher Game",Ya,Menurun,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Pulau Jawa (selain Jabodetabek),3,0,0,1,1,0,1,0,0,1,0,1,0,0
22,2020,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Menurun,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Pulau Jawa (selain Jabodetabek),2,1,1,0,1,0,0,0,1,1,0,1,0,0
23,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,2,1,1,0,1,0,0,1,0,1,1,1,1,0
24,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,1,1,0,0,0,1,0,0,1,0,0
25,2020,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO","Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,6,0,0,0,0,0,1,1,0,0,0,1,0,0
26,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, Jenius","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,0,0,0,0,1,0,1,0,1
27,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,1,1,0,0,0,0,1,1,1,0,0
28,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,0,1,0,0,0,0,1,0,1,0,0
29,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,1,0,0,0,1,1,0,1,0,0
30,2020,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,3,0,1,1,1,0,0,0,1,1,0,1,1,0
31,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,1,0,0,0,1,1,0,1,0,0
32,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,0,0,0,0,1,0,1,1,0,0
33,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,ShopeePay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,1,0,1,0,0,0,1,1,0,0
34,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,5,0,1,0,1,0,0,0,0,0,0,1,0,0
35,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO",Membeli makanan dan minuman,Ya,Tidak terdampak,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Sering ada promo dan diskon",Jabodetabek,3,0,1,0,0,0,0,0,1,0,0,0,0,1
36,2020,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,3,0,1,1,0,0,0,1,0,1,0,0,0,0
37,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,5,1,1,1,1,1,0,0,1,1,0,1,0,0
38,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Membeli makanan dan minuman, Voucher Game",Ya,Menurun,Gopay,"Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,0,0,1,0,0,0,0,0,1,1
39,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,1,1,0,0,1,0,1,0,1,0,0
40,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,1,1,1,0,1,1,1,1,1,0,0
41,2020,Pria,Bersama keluarga,1 - 3 kali,Gopay,Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,0,0,0,0,0,1,0,1,0,1
42,2020,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO, LinkAja","Transportasi, Membeli makanan dan minuman",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,0,0,0,0,1,0,1,0,1
43,2019,Wanita,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,DANA,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Pulau Jawa (selain Jabodetabek),6,0,1,0,1,1,0,1,0,0,1,1,0,0
44,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,1,0,1,0,1,0,0,1,0,1,0,1
45,2019,Wanita,Bersama keluarga,1 - 3 kali,OVO,"Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,1,0,0,0,1,1,0,1,0,1
46,2018,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,1,1,1,1,0,1
47,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, LinkAja","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,2,0,1,0,1,0,1,0,1,0,0,0,1,0
48,2019,Pria,Tinggal sendiri (Jauh dari keluarga),4 - 7 kali,"ShopeePay, Gopay","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,1,1,1,1,0,1,1,1,1,1,1,0,1
49,2020,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,1,0,0,1,0,1,0,1,0,1
50,2020,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,1,1,1,1,0,0,0,0,1,0,1,0,1
51,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Menurun,OVO,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,1,0,0,0,1,1,1,0,1
52,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Voucher Game",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,2,0,1,0,0,0,1,0,1,1,1,1,1,0
53,2020,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,0,1,1,0,0,1,1,0,1,0,0
54,2020,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,0,1,1,1,0,0,0,1,1,0,1,0,1
55,2020,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA",Online Shop / E-Commerce,Ya,Tidak terdampak,ShopeePay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,0,0,1,0,0,0,0,0,0,1,0,1
56,2020,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,DANA,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,0,0,1,1,0,0,1,0,1
57,2019,Pria,Bersama keluarga,>7 kali,"Gopay, OVO, DANA, LinkAja, jenius bukan e-wallet","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,8,1,1,1,1,0,0,0,0,1,0,1,0,1
58,2020,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),7,1,1,0,1,0,0,0,1,1,0,1,0,1
59,2020,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, Jenius",Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,0,0,0,0,1,1,1,1,0,0
60,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Luar Pulau Jawa,3,1,1,0,1,0,0,0,1,0,1,1,1,0
61,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,5,1,1,1,0,0,0,0,1,1,1,1,0,0
62,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, LinkAja","Tagihan (Pulsa, Listrik, PAM, dll), Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,LinkAja,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Pulau Jawa (selain Jabodetabek),3,0,0,1,0,0,1,1,0,1,0,1,0,0
63,2017,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,1,0,0,0,1,1,0,1,0,0
64,2017,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Voucher Game",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,0,0,1,0,1,0,1,1,0,1
65,2020,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,5,1,1,0,1,0,0,1,1,1,0,1,0,1
66,2017,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,1,1,1,1,0,0,1,0,1
67,2017,Wanita,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), berinvestasi",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,1,1,0,1,1,0,0,0,1,0,1,0,1
