,Angkatan,Jenis Kelamin,Tinggal,Frekuensi Kategori,Jenis,Transaksi,Membantu,Perbandingan_frekuensi,E-Wallet,Alasan,Domisili,Frekuensi,Transportasi,Membeli makanan dan minuman,"Tagihan (Pulsa, Listrik, PAM, dll)",Online Shop / E-Commerce,"Entertainment (Netflix, Spotify, Viu, dll)",Voucher Game,"Berbagi (KitaBisa, Sumbangan Online, dll)",Menghindari uang fisik (Takut tertular virus Covid-19),Terbiasa sejak sebelum pandemi,Tidak bisa keluar rumah untuk mengambil uang di ATM,Penggunaan E-Wallet yang mudah dan praktis,Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet,Sering ada promo dan diskon
257,2019,Wanita,Bersama keluarga,4 - 7 kali,"Gopay, OVO, Jenius","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,1,1,1,1,1,0,1,1,1,0,1,0,1
258,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, DANA, LinkAja","Transportasi, Membeli makanan dan minuman",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,0,0,0,1,1,0,1,0,1
259,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Voucher Game",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi",Jabodetabek,3,0,1,0,0,0,1,0,1,1,0,0,0,0
260,2019,Memilih tidak menjawab,Bersama keluarga,1 - 3 kali,Gopay,Transportasi,Tidak,Menurun,Gopay,Saya selama pandemi belum memakai e wallet tampaknya,Jabodetabek,3,1,0,0,0,0,0,0,0,0,0,0,0,0
261,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,1,0,0,0,0,1,0,1,0,1
262,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO",Membeli makanan dan minuman,Ya,Menurun,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,0,0,0,0,0,1,0,1,0,1
263,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DOKU","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Tidak terdampak,Gopay,Menghindari uang fisik (Takut tertular virus Covid-19),Pulau Jawa (selain Jabodetabek),6,0,0,1,1,1,1,0,1,0,0,0,0,0
264,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,DANA,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,3,0,0,1,1,1,0,1,0,1,0,1,1,0
265,2020,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,3,1,1,1,1,0,0,0,1,1,0,1,1,1
266,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, LinkAja","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,1,0,0,1,0,1,0,1
267,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Online Shop / E-Commerce, Voucher Game",Ya,Tidak terdampak,DANA,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,0,0,1,0,1,0,1,1,0,1,0,0
268,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, DANA","Tagihan (Pulsa, Listrik, PAM, dll), Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,0,1,0,1,1,0,0,1,1,1,0,1
269,2019,Pria,Bersama keluarga,1 - 3 kali,OVO,Membeli makanan dan minuman,Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,0,0,0,0,0,0,1,0,1,0,0
270,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, OVO, DANA, DOKU","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,1,0,0,0,0,1,1,1,0,1
271,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,0,1,0,0,0,1,1,0,1,0,0
272,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,DANA,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,0,1,0,1,0,1,0,1
273,2019,Pria,Bersama keluarga,>7 kali,"Gopay, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Jenius,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,10,0,1,0,1,0,0,0,1,0,1,0,1,0
274,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, LinkAja, Jenius","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Menurun,Jenius,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,0,1,1,1,1,0,0,1,0,1,0,1
275,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA",Online Shop / E-Commerce,Ya,Tidak terdampak,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,0,0,1,0,0,0,1,1,1,1,0,1
276,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,3,1,1,0,1,0,1,0,1,1,0,1,1,1
277,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,Jenius,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Luar Pulau Jawa,2,0,1,0,1,1,1,1,0,1,0,1,1,0
278,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,0,0,0,1,1,1,1,0,1
279,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Meningkat,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,3,1,1,1,0,0,0,0,0,0,0,1,0,0
280,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Menurun,Gopay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,0,0,0,0,0,0,0,1,0,1
281,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Menurun,Gopay,Sering ada promo dan diskon,Jabodetabek,3,0,0,1,1,0,0,0,0,0,0,0,0,1
282,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Flip","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,0,0,0,1,0,1
283,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, QRIS","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,6,0,1,0,1,0,0,0,1,0,0,1,0,0
284,2019,Wanita,Bersama keluarga,>7 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,10,0,1,0,1,0,0,1,0,0,0,1,0,1
285,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,3,0,1,1,0,0,0,1,1,1,1,0,1,0
286,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,0,0,0,0,1,1,1,1,0,1
287,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA",Voucher Game,Tidak,Menurun,DANA,Internet transaction ,Jabodetabek,3,0,0,0,0,0,1,0,0,0,0,0,0,0
288,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Menurun,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,1,1,1,1,0,0,0,1,1,0,1,0,1
289,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Voucher Game",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet",Jabodetabek,6,0,1,1,0,0,1,0,0,1,0,1,1,0
290,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Luar Pulau Jawa,2,1,1,0,0,0,0,0,1,0,0,1,0,0
291,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja, Jenius","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,ShopeePay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),5,1,1,1,1,0,0,1,0,1,0,1,0,1
292,2019,Wanita,Bersama keluarga,1 - 3 kali,Gopay,"Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,3,0,1,1,0,1,0,0,0,0,0,1,0,0
293,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Menurun,OVO,"Terbiasa sejak sebelum pandemi, Sering ada promo dan diskon",Luar Pulau Jawa,3,0,1,0,1,0,1,1,0,1,0,0,0,1
294,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,1,0,1,0,0,1,1,1,0,1,1,1
295,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,1,1,0,0,0,1,1,1,1,0,0
296,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,7,0,1,0,1,1,0,1,0,1,0,1,0,1
297,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,0,1,1,1,1,0,0,1,1,0,1,0,1
298,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, Jenius","Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Sering ada promo dan diskon",Jabodetabek,3,0,0,0,1,1,0,0,0,1,0,0,0,1
299,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,DANA,"Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,1,1,1,1,0,0,0,0,0,1,1,1
300,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Luar Pulau Jawa,7,0,1,0,1,0,1,1,0,0,1,1,0,0
301,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, LinkAja, Jenius",Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,5,0,1,0,0,0,0,0,1,0,0,1,0,0
302,2018,Pria,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, Jenius","Transportasi, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,9,1,0,0,1,1,0,0,1,1,1,1,1,1
303,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay",Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,0,0,0,0,0,1,0,1,0,1
304,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,0,0,0,1,1,1,0,1,1,1
305,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,0,0,0,1,1,1,0,1,1,1
306,2018,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,0,1,0,1,1,0,1,0,1,0,1,0,1
307,2017,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,1,1,0,1,0,0,0,0,1,0,1,0,0
308,2018,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, OVO","Membeli makanan dan minuman, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,6,0,1,0,0,0,0,1,1,1,1,1,0,0
309,2018,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,5,1,1,0,1,0,0,1,0,1,0,1,0,1
310,2018,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Voucher Game",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,0,0,1,0,1,0,0,0,1,1
311,2018,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA, LinkAja","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,1,1,0,1,0,0,0,0,1,1,1,0,1
312,2018,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,0,1,0,1,0,0,1,1,1,0,1,0,1
313,2018,Wanita,Tinggal sendiri (Jauh dari keluarga),1 - 3 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,1,0,0,0,1,1,0,1,0,1
314,2018,Wanita,Tinggal sendiri (Jauh dari keluarga),1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,DANA,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),3,0,1,1,1,0,0,0,1,1,1,1,0,1
315,2018,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Voucher Game",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,1,1,1,0,0,1,0,1,1,0,1,0,1
316,2018,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA",Membeli makanan dan minuman,Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,0,0,0,0,0,1,0,0,0,1
317,2017,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,1,1,0,0,0,0,0,1,1,0,0,0,1
318,2018,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman",Ya,Menurun,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,2,1,1,0,0,0,0,0,0,1,0,0,0,0
319,2018,Pria,Bersama keluarga,1 - 3 kali,"Gopay, Jenius","Transportasi, Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,1,1,0,1,1,0,1,0,1
320,2018,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,1,0,0,1,1,0,1,0,1
321,2018,Pria,Bersama keluarga,1 - 3 kali,"OVO, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,0,0,1,1,1,1,0,1
